# TYPE: validation-run
# R005: expected indicator values/states, computed causally from the tape
bar,event_ts,exp_value,exp_state,exp_computed_at,exp_module_state
1,1788220800000000000,nan,warming,1788220800000000000,DEGRADED
2,1788221100000000000,nan,warming,1788221100000000000,DEGRADED
3,1788221400000000000,nan,warming,1788221400000000000,DEGRADED
4,1788221700000000000,nan,warming,1788221700000000000,DEGRADED
5,1788222000000000000,nan,warming,1788222000000000000,DEGRADED
6,1788222300000000000,nan,warming,1788222300000000000,DEGRADED
7,1788222600000000000,nan,warming,1788222600000000000,DEGRADED
8,1788222900000000000,nan,warming,1788222900000000000,DEGRADED
9,1788223200000000000,nan,warming,1788223200000000000,DEGRADED
10,1788223500000000000,0.0000000000,diffusion,1788223500000000000,OK
11,1788223800000000000,0.9519692923,jump_dominated,1788223800000000000,OK
12,1788224100000000000,0.9138151653,jump_dominated,1788224100000000000,OK
13,1788224400000000000,0.9133213865,jump_dominated,1788224400000000000,OK
14,1788224700000000000,0.9129395454,jump_dominated,1788224700000000000,OK
15,1788225000000000000,0.9122887612,jump_dominated,1788225000000000000,OK
16,1788225300000000000,0.9117705865,jump_dominated,1788225300000000000,OK
17,1788225600000000000,0.9113670040,jump_dominated,1788225600000000000,OK
18,1788225900000000000,0.9106907415,jump_dominated,1788225900000000000,OK
19,1788226200000000000,0.9102399900,jump_dominated,1788226200000000000,OK
20,1788226500000000000,0.9100250129,jump_dominated,1788226500000000000,OK
