# TYPE: validation-run
ts_ns,state,value,module_state
1789948800000000000,ADD_LARGE,0.75,OK
1789948800000000000,ADD_SMALL,0.016666666666666666,OK
1790035200000000000,ADD_LARGE,0.22000000000000003,OK
1790121600000000000,ADD_MODERATE,0.18000000000000002,OK
1790208000000000000,ADD_SMALL,0.03,OK
1790294400000000000,ADD_LARGE,0.25,OK
1790035200000000000,ADD_MODERATE,0.05,OK
1790035200000000000,UNKNOWN,nan,UNKNOWN
1790035200000000000,UNKNOWN,nan,UNKNOWN
1790035200000000000,UNKNOWN,nan,UNKNOWN
1790726400000000000,NO_FLOW,0.75,OK
1790035200000000000,UNKNOWN,nan,UNKNOWN
1790035200000000000,ADD_MODERATE,0.2,OK
1790035200000000000,UNKNOWN,nan,UNKNOWN
