# TYPE: validation-run
ts_ns,state,value,module_state
1783880400000000000,NEUTRAL,0.049603825709747106,OK
1784485200000000000,UPSIDE,0.10755631458652877,OK
1785090000000000000,UPSIDE,0.2109964785830406,OK
1785694800000000000,UPSIDE,0.4087507804624454,OK
1786299600000000000,UPSIDE,0.44982414998505277,OK
1786904400000000000,UPSIDE,0.42283185704318493,OK
1787509200000000000,UPSIDE,0.338737775772081,OK
1787854800000000000,UPSIDE,0.07066285734445393,OK
1788286800000000000,DOWNSIDE,-0.39154448529816926,OK
1788632400000000000,DOWNSIDE,-0.3354140661962722,OK
1788675600000000000,DOWNSIDE,-0.08000500959144553,OK
1788718800000000000,UNKNOWN,nan,UNKNOWN
1788805200000000000,DOWNSIDE,-0.040884094692061515,OK
1788888000000000000,NEUTRAL,0.07900475681469406,OK
1788891600000000000,UPSIDE,0.15400475681469405,OK
