# TYPE: validation-run
ts_ns,state,value,module_state
1788984000000000000,SHOCK_UP,2.5919073079595556,OK
1789070400000000000,NORMAL,0.3028479494449371,OK
1789156800000000000,NORMAL,1.8,OK
1789243200000000000,SHOCK_UP,2.1,OK
1789329600000000000,SHOCK_UP,1.8,OK
1789416000000000000,NORMAL,1.5,OK
1789502400000000000,SHOCK_UP,2.0,OK
1789588800000000000,NORMAL,-2.5,OK
1789675200000000000,SHOCK_DOWN,-2.5,OK
1789761600000000000,SHOCK_DOWN,-1.6,OK
1789848000000000000,NORMAL,-1.4000000000000001,OK
1789934400000000000,NORMAL,-1.4000000000000001,UNKNOWN
1790020800000000000,UNKNOWN,,UNKNOWN
