# TYPE: validation-run
# S032 synthetic fixture tape, seed 32 [example]. All numbers synthetic.
id,event_ts,close,bond_close
d0001,1757086400000000000,4016.8339242662237,100.15413846514856
d0002,1757172800000000000,4000.9530978242483,100.61358562862785
d0003,1757259200000000000,3963.1505665431246,100.48990236510207
d0004,1757345600000000000,3988.4987435916046,100.77291851676911
d0005,1757432000000000000,4006.7407659557366,100.59660087107105
d0006,1757518400000000000,4056.924892930284,100.61751311420487
d0007,1757604800000000000,4057.878259412883,100.63816762516142
d0008,1757691200000000000,4059.9347264888106,100.52521269577032
d0009,1757777600000000000,4102.481700764573,100.71670289270907
d0010,1757864000000000000,4130.887333552698,100.43142571875345
d0011,1757950400000000000,4149.038619178892,100.45892007900646
d0012,1758036800000000000,4162.09499396943,100.57881341334935
d0013,1758123200000000000,4176.234203462159,100.62297100413176
d0014,1758209600000000000,4180.715581515171,100.69196763961752
d0015,1758296000000000000,4189.2924411958575,100.7544598141802
d0016,1758382400000000000,4181.622255217638,100.85685780078205
d0017,1758468800000000000,4161.516233913184,101.334527800577
d0018,1758555200000000000,4186.721419099149,101.84152550884659
d0019,1758641600000000000,4185.9363739945775,101.52012596080122
d0020,1758728000000000000,4148.216621402111,101.19368328816051
d0021,1758814400000000000,4134.048547241759,101.0569588148412
d0022,1758900800000000000,4126.528272036202,101.20546626278605
d0023,1758987200000000000,4067.2857767323853,101.43318699938608
d0024,1759073600000000000,4060.334085557982,101.46010157154016
d0025,1759160000000000000,4016.6104737467863,101.37310161062841
d0026,1759246400000000000,3981.8483222337854,101.38341946324442
d0027,1759332800000000000,3990.907085308848,101.47734960979663
d0028,1759419200000000000,3988.406213219595,101.41013753793061
d0029,1759505600000000000,3982.1847195395517,101.63338404892215
d0030,1759592000000000000,3986.1148427889066,101.7234731792528
d0031,1759678400000000000,4048.9721665593356,101.9992465850483
d0032,1759764800000000000,4027.423320520101,101.34793188971557
d0033,1759851200000000000,3967.5125466311797,101.16319109838268
d0034,1759937600000000000,3991.342626157315,100.99756966850923
d0035,1760024000000000000,3963.8999371983177,100.85585809952588
d0036,1760110400000000000,3969.155438692173,101.12841431042236
d0037,1760196800000000000,3967.9950453115325,100.96998910025587
d0038,1760283200000000000,3986.8829479244887,100.80818035465542
d0039,1760369600000000000,3952.204017314287,100.40200327960187
d0040,1760456000000000000,3945.6936823603087,100.27869588877323
d0041,1760542400000000000,3947.2881737638863,100.30633338184242
d0042,1760628800000000000,4008.6540278967614,100.65470436753353
d0043,1760715200000000000,3956.01826414134,100.10124988987712
d0044,1760801600000000000,3961.683861277986,99.91889525614614
d0045,1760888000000000000,4018.047372332579,100.02493882221968
d0046,1760974400000000000,4009.664440846122,100.0318630298438
d0047,1761060800000000000,4005.0206823643352,100.16166184953464
d0048,1761147200000000000,3999.7825624188254,100.22974108686628
d0049,1761233600000000000,3985.5745204186956,99.5084990741679
d0050,1761320000000000000,3997.68227083362,99.98470157255058
d0051,1761406400000000000,3974.8013837868266,99.76368177901927
d0052,1761492800000000000,3996.4825978217877,99.72153726141053
d0053,1761579200000000000,4000.9302906536477,99.68834280403055
d0054,1761665600000000000,4017.9473288614276,99.72760423627926
d0055,1761752000000000000,4071.3242772487015,99.94733068755338
d0056,1761838400000000000,4066.20022859789,99.57064932639733
d0057,1761924800000000000,4070.2849030358293,99.35473899150186
d0058,1762011200000000000,4088.5752374360336,99.57490303050673
d0059,1762097600000000000,4159.39177335002,99.63955357033467
d0060,1762184000000000000,4164.547504243845,99.93551672285986
d0061,1762270400000000000,4113.277459457612,99.92506343937428
d0062,1762356800000000000,4163.14006526158,100.13218355304764
d0063,1762443200000000000,4164.100266961545,100.46209990313953
d0064,1762529600000000000,4173.227308556572,100.58153214443124
d0065,1762616000000000000,4197.6707280714045,100.4804618468434
d0066,1762702400000000000,4250.9397960509905,100.59210898518822
d0067,1762788800000000000,4252.7994639529725,100.50975602666989
d0068,1762875200000000000,4185.448417824457,99.86441533231181
d0069,1762961600000000000,4177.550153832681,99.84436688595125
d0070,1763048000000000000,4210.054314662659,100.65417828926039
d0071,1763134400000000000,4231.247047246708,100.71258563806425
d0072,1763220800000000000,4215.638116063986,101.02991780657582
d0073,1763307200000000000,4200.626765779847,100.9782063807736
d0074,1763393600000000000,4238.569548408609,101.0903202261403
d0075,1763480000000000000,4236.596949843243,101.13331756727264
d0076,1763566400000000000,4194.730308389563,100.96540652417437
d0077,1763652800000000000,4201.279629204434,101.09617783328369
d0078,1763739200000000000,4193.476621641834,100.51866500111012
d0079,1763825600000000000,4174.1402455621965,100.65779326398754
d0080,1763912000000000000,4155.328085496743,100.3695882675758
d0081,1763998400000000000,4171.316983139246,100.58290919910864
d0082,1764084800000000000,4177.659603217613,100.77644346719195
d0083,1764171200000000000,4201.340502877647,101.00429746927128
d0084,1764257600000000000,4212.737993326041,101.5374902520666
d0085,1764344000000000000,4185.169194153829,102.03553246838726
d0086,1764430400000000000,4194.5462243311,101.89273550846652
d0087,1764516800000000000,4215.474722953437,102.25312813442048
d0088,1764603200000000000,4185.355863184823,102.2048295964551
d0089,1764689600000000000,4209.939914550589,102.52519350357872
