# TYPE: validation-run
# WINDOW_BARS: 4 [example — matches R041_hysteresis_tape.csv scenario]
# values: rolling sample (ddof=1) vo/(vo+vi+2*cov), cross-checked with statistics.variance/covariance
ts_ns,state,value,module_state
1788465600000000000,UNKNOWN,,UNKNOWN
1788552000000000000,BALANCED,0.5624999999999999,OK
1788638400000000000,BALANCED,0.4642857142857143,OK
1788724800000000000,BALANCED,0.5084745762711865,OK
1788811200000000000,ON_DOMINANT,0.723263506063947,OK
1788897600000000000,ON_DOMINANT,0.7281502021463497,OK
1788984000000000000,ON_DOMINANT,0.597462208144453,OK
1789070400000000000,BALANCED,0.49459706467394227,OK
1789156800000000000,ID_DOMINANT,0.2748842592592593,OK
1789243200000000000,ID_DOMINANT,0.41982507288629745,OK
1789329600000000000,BALANCED,0.46801999387942467,OK
