# TYPE: validation-run
# R009 — transition tape: alternating (MR) -> noise -> trending (momentum); all numbers synthetic, seed 9009 [example]
bar,event_ts,asof_ts,c
1,1788220800000000000,1788224400000000000,101.00501670841679
2,1788307200000000000,1788310800000000000,99.99999999999999
3,1788393600000000000,1788397200000000000,101.00501670841678
4,1788480000000000000,1788483600000000000,99.99999999999997
5,1788566400000000000,1788570000000000000,101.00501670841676
6,1788652800000000000,1788656400000000000,99.99999999999996
7,1788739200000000000,1788742800000000000,101.00501670841675
8,1788825600000000000,1788829200000000000,99.99999999999994
9,1788912000000000000,1788915600000000000,101.00501670841673
10,1788998400000000000,1789002000000000000,99.99999999999993
11,1789084800000000000,1789088400000000000,101.00501670841672
12,1789171200000000000,1789174800000000000,99.99999999999991
13,1789257600000000000,1789261200000000000,101.0050167084167
14,1789344000000000000,1789347600000000000,99.9999999999999
15,1789430400000000000,1789434000000000000,101.00501670841669
16,1789516800000000000,1789520400000000000,99.99999999999989
17,1789603200000000000,1789606800000000000,101.00501670841668
18,1789689600000000000,1789693200000000000,99.99999999999987
19,1789776000000000000,1789779600000000000,101.00501670841666
20,1789862400000000000,1789866000000000000,99.99999999999986
21,1789948800000000000,1789952400000000000,101.00501670841665
22,1790035200000000000,1790038800000000000,99.99999999999984
23,1790121600000000000,1790125200000000000,101.00501670841663
24,1790208000000000000,1790211600000000000,99.99999999999983
25,1790294400000000000,1790298000000000000,101.00501670841662
26,1790380800000000000,1790384400000000000,99.99999999999982
27,1790467200000000000,1790470800000000000,101.0050167084166
28,1790553600000000000,1790557200000000000,99.9999999999998
29,1790640000000000000,1790643600000000000,101.00501670841659
30,1790726400000000000,1790730000000000000,99.99999999999979
31,1790812800000000000,1790816400000000000,101.00501670841658
32,1790899200000000000,1790902800000000000,99.99999999999977
33,1790985600000000000,1790989200000000000,101.00501670841656
34,1791072000000000000,1791075600000000000,99.99999999999976
35,1791158400000000000,1791162000000000000,101.00501670841655
36,1791244800000000000,1791248400000000000,99.99999999999974
37,1791331200000000000,1791334800000000000,101.00501670841653
38,1791417600000000000,1791421200000000000,99.99999999999973
39,1791504000000000000,1791507600000000000,101.00501670841652
40,1791590400000000000,1791594000000000000,99.99999999999972
41,1791676800000000000,1791680400000000000,101.07680086456791
42,1791763200000000000,1791766800000000000,101.99779673110748
43,1791849600000000000,1791853200000000000,103.09317216630063
44,1791936000000000000,1791939600000000000,104.02541668155762
45,1792022400000000000,1792026000000000000,104.46888722584634
46,1792108800000000000,1792112400000000000,103.46516913872811
47,1792195200000000000,1792198800000000000,104.48097979127014
48,1792281600000000000,1792285200000000000,105.42154259482055
49,1792368000000000000,1792371600000000000,106.22321535568071
50,1792454400000000000,1792458000000000000,105.7325786689646
51,1792540800000000000,1792544400000000000,104.88258179058789
52,1792627200000000000,1792630800000000000,103.993621547561
53,1792713600000000000,1792717200000000000,104.4686156886564
54,1792800000000000000,1792803600000000000,104.97284354880017
55,1792886400000000000,1792890000000000000,105.70945847306763
56,1792972800000000000,1792976400000000000,106.70141450173529
57,1793059200000000000,1793062800000000000,107.78327487580331
58,1793145600000000000,1793149200000000000,108.35271480130042
59,1793232000000000000,1793235600000000000,109.15418816139938
60,1793318400000000000,1793322000000000000,108.2345366489393
61,1793404800000000000,1793408400000000000,107.28410172868779
62,1793491200000000000,1793494800000000000,106.11452469123874
63,1793577600000000000,1793581200000000000,105.59075021400017
64,1793664000000000000,1793667600000000000,106.03128373935859
65,1793750400000000000,1793754000000000000,107.054037575812
66,1793836800000000000,1793840400000000000,105.85789000618256
67,1793923200000000000,1793926800000000000,106.52098049495984
68,1794009600000000000,1794013200000000000,105.80371059181444
69,1794096000000000000,1794099600000000000,106.69087339217447
70,1794182400000000000,1794186000000000000,105.51276611131823
71,1794268800000000000,1794272400000000000,106.5731870402497
72,1794355200000000000,1794358800000000000,107.6442653766965
73,1794441600000000000,1794445200000000000,108.7261082293848
74,1794528000000000000,1794531600000000000,109.81882378350146
75,1794614400000000000,1794618000000000000,110.92252131151244
76,1794700800000000000,1794704400000000000,112.03731118409031
77,1794787200000000000,1794790800000000000,113.16330488115133
78,1794873600000000000,1794877200000000000,114.30061500300354
79,1794960000000000000,1794963600000000000,113.84432572992323
80,1795046400000000000,1795050000000000000,114.9884802250934
81,1795132800000000000,1795136400000000000,116.14413366411013
82,1795219200000000000,1795222800000000000,117.31140161328037
83,1795305600000000000,1795309200000000000,118.49040080037176
84,1795392000000000000,1795395600000000000,119.68124912628552
85,1795478400000000000,1795482000000000000,120.88406567684662
86,1795564800000000000,1795568400000000000,122.09897073471245
87,1795651200000000000,1795654800000000000,123.32608579140124
88,1795737600000000000,1795741200000000000,122.83376674275814
89,1795824000000000000,1795827600000000000,124.06826662210058
90,1795910400000000000,1795914000000000000,125.3151734314958
91,1795996800000000000,1796000400000000000,126.57461186266382
92,1796083200000000000,1796086800000000000,127.84670786049729
93,1796169600000000000,1796173200000000000,129.1315886356561
94,1796256000000000000,1796259600000000000,130.4293826772885
95,1796342400000000000,1796346000000000000,131.7402197658801
96,1796428800000000000,1796432400000000000,133.06423098623222
97,1796515200000000000,1796518800000000000,132.5330371582016
98,1796601600000000000,1796605200000000000,133.86501632581377
99,1796688000000000000,1796691600000000000,135.21038210661308
100,1796774400000000000,1796778000000000000,136.56926903829873
