# TYPE: validation-run
ts_ns,state,value,module_state
1788901200000000000,STRONG_DOLLAR_UPTREND,1.7000000000000028,OK
1788987600000000000,WEAK_DOLLAR_DOWNTREND,-0.7999999999999972,OK
1789074000000000000,DOLLAR_UPTREND,0.19999999999998863,OK
1789160400000000000,STRONG_DOLLAR_UPTREND,0.6000000000000085,OK
1789246800000000000,UNKNOWN,,UNKNOWN
1789333200000000000,STRONG_DOLLAR_UPTREND,0.4000000000000057,OK
1789419600000000000,DOLLAR_UPTREND,0.29999999999999716,OK
1789506000000000000,DOLLAR_UPTREND,-0.04999999999999716,OK
1789592400000000000,WEAK_DOLLAR_DOWNTREND,-0.20000000000000284,OK
1789678800000000000,WEAK_DOLLAR_DOWNTREND,-0.25,OK
1789765200000000000,DOLLAR_DOWNTREND,-0.29999999999999716,OK
1789851600000000000,UNKNOWN,,UNKNOWN
1789938000000000000,WEAK_DOLLAR_DOWNTREND,-0.5,OK
