# TYPE: validation-run
ts_ns,state,value,module_state
1788984000000000000,NORMAL,0.35456210417116735,OK
1789070400000000000,WIDE,0.8564878449642053,OK
1789156800000000000,WIDE,0.44999927936450235,OK
1789243200000000000,NORMAL,0.3799977819484139,OK
1789329600000000000,NARROW,0.23500828214888816,OK
1789416000000000000,NARROW,0.2779778768175626,OK
1789502400000000000,NORMAL,0.32998439979360067,OK
1789588800000000000,NORMAL,0.38297084310253526,DEGRADED
1789675200000000000,NORMAL,0.34998854037362015,OK
1789761600000000000,WIDE,0.565685424949238,DEGRADED
1789848000000000000,UNKNOWN,nan,UNKNOWN
1790107200000000000,UNKNOWN,nan,UNKNOWN
