# TYPE: validation-run
# S043 synthetic fixture tape, seed 43 [example]. All numbers synthetic.
id,event_ts,dte_start,dte_end,realized_vol,iv_avg,spot
2024-06,1757000000000000000,30,2,12.198886760832696,13.732135040561838,4071.7461380117356
2024-07,1759629746000000000,30,2,11.200728432066544,12.395775102456703,3962.173893904659
2024-08,1762259492000000000,30,2,11.100766807905861,13.90623597748495,4063.009348378879
2024-09,1764889238000000000,30,2,10.902234159482143,12.378296380034175,4195.5941855091605
2024-10,1767518984000000000,30,2,10.215693444548196,12.275362791265955,4164.666954861548
2024-11,1770148730000000000,30,2,10.000483249336067,12.937912289913026,4058.369123088898
2024-12,1772778476000000000,30,2,9.944842326952475,11.4288152721936,3980.6331159707124
2025-01,1775408222000000000,30,2,11.726934194922741,12.346448633386892,3891.261073073659
2025-02,1778037968000000000,30,2,11.454148898899888,11.305728161425318,3889.1875990936023
2025-03,1780667714000000000,30,2,13.176985460698095,14.867220543748957,3975.305235585015
2025-04,1783297460000000000,30,2,11.55604679528532,10.817862447102678,4066.204731583035
2025-05,1785927206000000000,30,2,10.274333941521753,12.136846363544548,4180.558720262327
2025-06,1788556952000000000,30,2,9.396193288823923,9.538653569691833,4181.296108459331
2025-07,1791186698000000000,30,2,10.178902400314753,10.994160386736201,4096.400207398228
2025-08,1793816444000000000,30,2,12.577712842937302,14.597736997575902,3988.976014717626
2025-09,1796446190000000000,30,2,10.575524519828072,14.148111905399652,4142.065146076719
2025-10,1799075936000000000,30,2,11.549430223771898,13.76532769539498,4092.301325757347
2025-11,1801705682000000000,30,2,9.383602369266477,11.813300080062488,4213.002505116916
2025-12,1804335428000000000,30,2,11.194802787570293,12.175290469850314,4305.417934682563
2026-01,1806965174000000000,30,2,12.41083793478949,13.26915717178706,4115.900688650782
2026-02,1809594920000000000,30,2,12.449541331421937,12.095205016152146,4243.566060084833
2026-03,1812224666000000000,30,2,12.773517382389729,12.879548570588392,4282.929212659279
2026-04,1814854412000000000,30,2,12.21343721038535,12.800588590319203,4389.484565745268
2026-05,1817484158000000000,30,2,12.096450255371847,13.40955225103932,4476.605622234827
2026-06,1820113904000000000,30,2,12.0,12.5,4510.0
